s	SAMD00115015	SAMD00115025	SAMD00115027	SAMD00114971	SAMD00114968	SAMD00114970	SAMD00115016	SAMD00115017	SAMD00115019	SAMD00115023	SAMD00114973	SAMD00115018	SAMD00115022	SAMD00114997	SAMD00115032	SAMD00114998	SAMD00114995	SAMD00114996	SAMD00115033	SAMD00114736	SAMD00114745	SAMD00114747	SAMD00114832	SAMD00114741	SAMD00114833	SAMD00114757	SAMD00114834	SAMD00114815	SAMD00114974	SAMD00114979	SAMD00114769	SAMD00114770	SAMD00114771	SAMD00114975	SAMD00114773	SAMD00114718	SAMD00114976	SAMD00114977	SAMD00114719	SAMD00114720	SAMD00114721	SAMD00114984	SAMD00114800	SAMD00114982	SAMD00114795	SAMD00114986	SAMD00114796	SAMD00114987	SAMD00114798	SAMD00114989	SAMD00114990	SAMD00114991	SAMD00114992	SAMD00114780	SAMD00114781	SAMD00114994	SAMD00114778	SAMD00114779	SAMD00114730	SAMD00115001	SAMD00114734	SAMD00115002	SAMD00115003	SAMD00115004	SAMD00114789	SAMD00114791	SAMD00114792	SAMD00114783	SAMD00114784	SAMD00115008	SAMD00114785	SAMD00115009	SAMD00115005	SAMD00115012	SAMD00114819	SAMD00114807	SAMD00114809	SAMD00114812	SAMD00114829	SAMD00114830	SAMD00114862	SAMD00114858	SAMD00114824	SAMD00114818	SAMD00114842	SAMD00114843	SAMD00114845	SAMD00114850	SAMD00114865	SAMD00114867	SAMD00114869	SAMD00114854	SAMD00114859	SAMD00114837	SAMD00114838	SAMD00114860	SAMD00114926	SAMD00114888	SAMD00114889	SAMD00114872	SAMD00114873	SAMD00114938	SAMD00114929	SAMD00114874	SAMD00114932	SAMD00114940	SAMD00114895	SAMD00114876	SAMD00114942	SAMD00114898	SAMD00114908	SAMD00114918	SAMD00114950	SAMD00114913	SAMD00114953	SAMD00114945	SAMD00114880	SAMD00114959	SAMD00114899	SAMD00114881	SAMD00114882	SAMD00114900	SAMD00114901	SAMD00114963	SAMD00114885	SAMD00114906	SAMD00114967	SAMD00136653	SAMD00164727	SAMD00164729	SAMD00164748	SAMD00154991	SAMD00164756	SAMD00164758	SAMD00154992	SAMD00136648	SAMD00164773	SAMD00164774	SAMD00164803	SAMD00164805	SAMD00164806	SAMD00164809	SAMD00164814	SAMD00164819	SAMD00164823	SAMD00164824	SAMD00164825	SAMD00164827	SAMD00164828	SAMD00164833	SAMD00164835	SAMD00164837	SAMD00164840	SAMD00164848	SAMD00164849	SAMD00164853	SAMD00164855	SAMD00164856	SAMD00164862	SAMD00164865	SAMD00164870	SAMD00164873	SAMD00164877	SAMD00164878	SAMD00164879	SAMD00164881	SAMD00164882	SAMD00164886	SAMD00164888	SAMD00164890	SAMD00164891	SAMD00164895	SAMD00164896	SAMD00164897	SAMD00164898	SAMD00164899	SAMD00164901	SAMD00164902	SAMD00164904	SAMD00164908	SAMD00164909	SAMD00164911	SAMD00164914	SAMD00164915	SAMD00164916	SAMD00164917	SAMD00164918	SAMD00164920	SAMD00164923	SAMD00164926	SAMD00164927	SAMD00164929	SAMD00164930	SAMD00164931	SAMD00164933	SAMD00164934	SAMD00164935	SAMD00164936	SAMD00164938	SAMD00164939	SAMD00164941	SAMD00164947	SAMD00164949	SAMD00164950	SAMD00164951	SAMD00164952	SAMD00164953	SAMD00164954	SAMD00164955	SAMD00164956	SAMD00164957	SAMD00164958	SAMD00164960	SAMD00164961	SAMD00164962	SAMD00164963	SAMD00164964	SAMD00164965	SAMD00164966	SAMD00164967	SAMD00164969	SAMD00164972	SAMD00164973	SAMD00164983	SAMD00164986	SAMD00164996	SAMD00164999	SAMD00165001	SAMD00165004	SAMD00165008	SAMD00165010	SAMD00165015	SAMD00165020	SAMD00165021	SAMD00165022	SAMD00165023	SAMD00165024	SAMD00165025	SAMD00165026	SAMD00165027	SAMD00165028	SAMD00165029	SAMD00165030	SAMD00165031	SAMD00165032	SAMD00165033
s__Bacteroides_sp_CAG_443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.734940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_sp_CAG_462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.951379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.220276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_sp_CAG_530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_sp_CAG_598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_sp_CAG_633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.102676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_sp_D2	0	0	0.007950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_sp_OM05_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_sp_OM08_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_stercorirosoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_stercoris	0	1.058908	9.144178	0.449029	0	0	0	3.602641	3.722683	1.352690	3.122556	0.015558	0.386900	0.006030	10.514280	2.274904	0.608987	3.429290	0	8.551807	0	3.590209	6.982893	5.746188	1.495080	16.505161	0	0	15.782412	0	0.172336	0.074248	5.755266	1.810081	0.051372	0	0	18.419468	1.975295	2.563272	0.229807	0	11.171072	0	8.377907	0.312450	0	5.661380	0	4.565133	0	4.751460	0	1.461758	1.070867	5.800002	0	3.536810	5.461704	1.996513	0	0	0	0.821977	4.240668	0	0	0	0	0.351943	0	2.389280	0	1.615215	0	7.409546	15.806527	1.178662	6.377140	0.491843	7.100470	1.559781	0	0.005960	0	0.867010	39.075800	14.660846	5.297551	29.919459	4.578617	0	0.553418	0	0	0.844280	7.376169	0.447371	1.049123	23.026102	3.892932	0.033464	37.328739	0	8.800840	4.587620	0	0.030213	0	0.390372	0	0	12.825567	0.168773	0	0.338212	0	0	16.534160	0	0	0.110643	0	3.149606	0	0	5.846853	0.098960	0	6.862327	0	19.418312	0	0.004431	19.390011	3.073746	0	0.525992	22.208239	0	0	0	8.186960	0.489360	1.530340	0	0	1.482497	0	0	2.773801	0.407304	0	0	7.176812	5.291970	1.238363	0.896388	12.882713	0	0	0	7.022671	0.300096	5.907711	10.757334	14.106795	0	0	0.381158	0	0.107426	5.971482	3.306867	1.349326	10.874127	0	5.728823	0	0	1.457651	0	0	5.403267	8.271464	0	3.228849	0	1.277953	2.836480	0.015321	10.487973	0	3.260522	0	0	11.326257	0	6.935541	24.215600	0	20.680164	10.303223	0.596928	29.680703	1.312400	19.460238	0	0.365469	29.313391	0	0	1.580535	0	4.594527	0	0	0	0	0.247175	21.211652	9.808466	8.732429	0	0	0	0	16.739133	6.615687	0	0	0	0	3.033092	0	0	0	12.888571	0	0	0	4.505900	0.803918	0	0	0
s__Bacteroides_thetaiotaomicron	0	0.158470	0.264551	0.122565	0.073337	5.610722	3.011683	0.945881	0.536534	0.034574	0.430795	0.058496	0	0.014270	1.493940	0.392545	0.413030	0.761010	0.002151	1.514639	0.008635	0	0.480427	1.409745	0.487740	0.840621	3.960957	0	0.001740	2.438947	0.084348	0.106851	0.328403	0.449050	0.209866	0	0.015433	0	0.249880	3.792173	0.283885	0	3.054543	2.296320	1.482669	0.969930	1.431603	0.689795	0	0.377481	1.073759	0.150083	2.085233	2.299314	0.189944	0.101880	2.880313	2.497040	1.242966	0.487566	0.671720	7.173421	2.616526	0.423271	0.449321	2.604181	3.573221	0	0	0.400270	0.573810	0	0	0.310632	0.300621	0.255292	2.790510	0.317368	1.050290	0.604365	1.403230	0.667308	6.489300	0.238434	1.397570	0.587190	1.396402	0.620550	0.035250	2.150886	2.993165	0	0.084663	0.448400	3.294539	0.015850	0.711881	0.290016	0.695822	6.251292	0.115840	0.888119	1.473521	0.433771	2.638050	0.149046	0.550651	0.486575	1.822616	0.033073	0.327176	1.573740	4.091606	0.021012	3.484004	0	0.070171	3.255819	10.016210	0	6.451433	0.071387	0	1.520770	7.444241	4.674910	0.507044	1.627550	0.454874	1.553567	0	0.262791	1.355624	0.977712	5.096059	2.002864	0.269204	0.133470	0.779465	2.003771	0.588976	5.489790	0.607127	0.765356	1.230880	0	0	0.995588	12.454290	2.684675	5.253202	0.531131	25.891267	0	1.724805	0.429380	0.362111	0.046386	1.313257	1.245658	9.339590	0	0.548960	0.226124	0.609029	2.400581	0.619907	0	4.426951	0.249831	1.047643	0.730561	0.006630	0.652848	0.135954	1.161430	0.814170	3.507760	1.247426	0.797260	0.517530	20.869622	0	0.225057	0.601269	1.547400	0	0.415780	0.120243	0.963910	0.424066	1.411319	2.137230	0.601573	1.296292	0.974290	0.834451	0.357385	1.340150	0	0.019400	4.488925	1.954458	2.429054	0.482004	1.111328	1.026377	1.110050	0.656734	2.796592	0	0.787064	3.897023	0.263738	0.397312	0.110360	3.354939	2.155888	0.026841	0.341627	0	1.776449	0.914070	0.273297	0.895020	4.207741	0.764660	1.217170	0.366811	0.761250	0.594510	1.664162	0	0.248777	1.016835	12.161944	0.997091	0.520282	3.966200	4.809911	0	0.007380	0.084695	0	0	9.704199
s__Bacteroides_uniformis	2.003472	2.175749	7.209330	0.224620	7.236446	27.192711	12.541795	4.018768	15.976813	1.058633	0.565124	1.014737	0	0.018410	6.983860	1.677780	1.280730	3.538820	0.106119	6.825927	7.032258	7.967668	9.516061	9.016501	5.364482	13.338141	6.185068	0	2.461450	13.538329	0.671494	0.197421	1.206579	0.473683	2.132212	1.621107	14.814746	5.824420	1.536241	3.540535	1.483887	8.197281	0	21.632921	12.011095	1.025460	11.170863	3.473056	6.105631	8.618993	1.132601	4.835568	9.210916	0.476721	0.355406	4.952591	1.758621	10.763421	1.151423	1.247590	4.551050	0.000700	1.327792	1.980069	5.342546	10.469082	6.066302	0	0	4.491341	2.953240	24.010494	7.742080	1.418105	1.343267	4.579104	6.949733	6.586251	14.315520	20.422253	4.242714	3.420021	0	2.634852	0.319648	0.443650	5.167083	6.091558	0.247850	4.961072	9.173856	10.941575	0.353282	21.256406	3.629311	0.929350	3.328704	0.909605	21.321017	8.654738	1.436271	2.987763	1.129681	7.289563	4.977370	0	5.541961	1.877342	15.879483	2.738813	2.080153	24.456030	13.655305	0.171355	4.444192	4.074664	8.927776	3.452789	11.669380	0	23.715109	0.054903	3.238989	2.264785	20.204052	15.461370	0.400881	0.034930	0.946801	6.593793	0	6.718681	4.870983	3.097614	5.738536	8.852732	19.119595	1.322587	4.680007	1.647431	15.732863	15.271240	0	5.497724	3.108710	16.531928	16.528969	22.883670	7.932450	5.032931	2.735994	8.122534	0	1.178132	13.547895	9.616780	5.776825	1.055152	4.251214	7.251123	8.283365	37.392381	8.171631	5.942811	10.656044	30.236702	4.464405	0	12.067632	0.572287	2.682908	4.692471	5.235292	4.418911	3.098372	0	4.786861	10.180168	6.291721	4.578710	4.641502	0	17.794587	15.844964	2.826990	9.903137	1.820769	2.323021	0.254137	1.144110	0.232124	8.156690	15.146145	7.516596	0.351218	7.920170	5.685125	1.025201	18.965674	9.272489	0.033240	13.309151	5.986914	1.741405	11.722126	9.012290	1.869910	4.381531	0.667596	7.467705	0	5.336434	7.093425	3.377135	1.376731	3.448130	12.728546	3.793803	0.413390	0.452719	12.289075	5.315258	16.450238	3.085942	6.866430	0	9.252330	15.437473	7.024818	1.341160	6.828099	9.554114	0	6.623034	7.325774	0	37.504903	3.311363	14.185590	1.395150	0	2.279117	2.706634	0	3.604203	0
s__Bacteroides_vulgatus	10.548895	1.317354	13.420580	2.013746	23.337714	19.312668	26.518414	0	9.184903	3.675832	2.543139	4.625117	4.956542	0	6.044300	24.763672	1.127506	17.921240	1.662918	11.211406	0.017190	0.003120	1.099059	0.001980	6.240122	8.483309	0	0	54.218075	6.349887	0.057425	0.680051	10.241010	4.824022	3.230954	0.002061	13.011099	0	2.776098	0.005902	0.281814	49.924630	25.701022	10.979338	10.870600	1.736130	0.008070	38.289590	26.691645	0.004372	3.343201	6.089580	3.836521	1.737240	0	9.999903	2.326111	5.755921	7.203699	0	0.404410	0	0	4.728116	8.282931	12.102632	8.373223	15.322805	42.360002	2.206690	6.375459	0	9.774650	8.114988	0.185459	10.165125	22.204913	3.292175	1.209280	0	1.647626	13.578141	44.257780	0	1.067241	4.011702	12.223153	11.189207	42.357454	20.255922	19.802303	0	0.988703	23.290805	0.669575	3.983610	0	0.259161	9.171339	23.082395	1.493231	0	0.904530	0	0	4.404101	7.397761	0.753169	0	2.151523	1.816656	9.985710	10.106877	0.529943	34.474130	3.274410	34.139609	38.906692	20.821170	0	0	0.460002	25.133382	11.525984	33.870753	2.114510	50.404266	0.461630	0.005032	0	36.641666	23.621736	26.786030	0.004370	0	11.195607	7.536533	0	15.716781	0.857280	0	36.401820	14.875285	5.786192	20.313898	21.804272	0.001865	4.216557	26.134080	0	22.630149	0.946075	27.010747	1.546645	0	0	1.883810	6.949384	17.384729	21.624277	31.500519	0	16.129782	1.053590	0	13.852336	14.726942	0	0	1.588816	9.995057	0	0.331385	10.155200	0.734989	35.069105	0	5.689511	0	5.694921	5.870943	0	0	0.686063	12.848237	33.443820	5.967088	1.200080	1.409096	7.452739	1.955002	12.211754	9.595250	7.711130	4.227999	41.432140	0	7.943310	15.790863	25.365018	0.132021	0	10.104441	0	25.142686	4.288102	26.576955	36.457937	0.938248	5.402987	18.769242	0	9.727557	1.315548	3.366921	27.859193	0	36.169482	0.717372	1.916147	11.761655	31.482887	0	21.610016	1.035610	9.903683	6.402110	6.695461	0	1.800680	27.730547	0	0	2.066275	1.270729	0	17.621854	15.927458	4.573860	33.262367	0	4.152837	18.896159	0	0	22.135268
s__Bacteroides_xylanisolvens	0	0.120818	0.367585	0.067233	0	3.999982	5.349270	0	0.042451	0	0	0	0	0.006080	0.397150	0.272772	0.108907	0.689770	0	0.338030	5.417282	0.000710	0.420460	0.429689	0.858450	0.867021	10.447109	0	0.000540	0.181132	0.198669	0.061876	0.056512	0.012872	0.082642	0	0.296104	0	0.073016	0.032423	0.014457	0	0.891848	2.255714	0.833052	1.517600	0.786889	0.016271	0	0.012646	0	0.059353	1.141902	0	0.026572	0.209930	0.014909	0.201620	0.099304	0.599719	0.006210	0	1.021958	0.914135	0.268397	3.129941	0	0	1.429550	0.132600	0.480500	0.074983	2.207690	0.000400	0	1.827095	1.441586	0.091658	0.360920	0.010814	0.325725	0.105883	0	0.076564	0.171460	0.089650	0.071267	0.786150	7.840321	0.733893	1.022502	0	0.039711	0	0.020036	0	0.233680	0.104387	0.091191	0.907054	0.221760	0.092950	0.277100	0	0	0	1.476816	0.003780	1.679518	0.012667	0.173834	0	0.758245	0.006907	0	0	0	0.374100	0.352670	0	2.582631	0.001552	1.759649	0.018581	0	2.187970	0.041161	0	0.408743	0	0	0.452501	3.445771	0.091881	0.440984	0.003491	0.620639	0.063660	1.131887	0.120590	1.061190	0	0.687723	0.069912	0.106970	1.300276	0	0	0.261090	0.683989	0	0	0	0.046513	0	0.017290	0	0.370187	0.332845	0	0.681635	0	0.438800	0.005340	0.428287	0.194820	0.674704	0	1.194790	0.022308	0.305058	0.010901	0.135822	0	0	0	0.410830	0.004130	0.146592	1.892790	0.169940	0	0.183260	0.532561	0.483519	0.626990	0.538320	0.075630	0.021011	0.047740	0	0.014531	0.125042	0.908905	0.175489	0.518660	0.028298	0.133169	2.818711	0	0.004370	0.351808	0.025940	0.453014	0	0.111487	0	0	0.158990	1.506579	0	0	0.234114	0.234669	0.657730	0	2.355739	2.003449	0.046731	0.276455	1.225080	0.055150	0	0	0	0	3.417540	0.774110	0.902612	0.032060	0	0.665213	0	0.069995	0	2.475592	5.759609	0.468969	0.332490	0	0	0	0.341460	0	0.035652	0
s__Bacteroidetes_bacterium_oral_taxon_272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Barnesiella_intestinihominis	0	0.459049	0	0.238300	0	0	1.015995	0	4.068166	0	0	0	0	0	0	0.008992	0.776429	0.914380	0	0	0	1.305810	0	0	0	1.727472	0	0	0	1.936770	0	0.001900	0.340694	0.102904	0.793333	0	0.187254	0	0.157692	0	0	0	0	0	0	9.284650	0	0	0	0.637950	0.529670	0	0	0	0.019041	0.019130	0.011747	0.063200	2.023326	0	0.036960	0	0	0	0	1.218000	0	0	0	0.984287	0.560080	0.688922	0	0	0	0	0	0.205008	0	0.503397	0	0	0	0.218293	0	0.436860	0.716413	0	0	1.646571	0	0	0	0	0.914020	0.449980	0	0.597835	0.818616	4.459275	0.116120	0.903621	0.571380	1.179264	0	0	1.923003	0.012491	0	1.600600	0	0	1.409687	0.067890	0	0	0.067866	0	0	0	0	0.009169	0	2.359139	0	0	0	0	0	1.700178	0	0	0	0	0	0	0	0	0.666334	0	0	3.608440	0	7.484351	0.163240	1.023935	0.596113	0.086981	0	0.393301	0	0.056353	0	1.825762	1.998978	0.843500	11.090559	0	0	3.832126	1.476359	0	3.519710	1.396566	1.697076	6.236702	0.150551	0	2.951511	0.559223	0	0.663347	0.035680	0.222367	0.529164	0	2.178031	0	0.246225	0	0.319880	0	2.440001	1.629840	0	0	0	1.664131	0.523553	1.185780	0.000540	1.574290	1.647351	0.785496	0	0	0	0.320682	0	0	0.017630	0	3.460491	0.037120	0.229252	1.724795	0	0	0.043038	0	0	0	0	4.752526	0	1.697470	0	0.407619	0	0.037561	1.635379	0	0	0	1.118470	0	1.501220	1.953730	0	0.009220	0.646240	0	0	0.216365	0.230091	0	0.250310	0.147089	0	0	0	0	0.453832	0	0	0
s__Barnesiella_sp_An22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.514810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
